Número da conta: 74
----------------------------------------
Detalhes das Transações:
----------------------------------------
Tipo          | Valor  | Saldo
Pagamento     | 974    | -31213
Pagamento     | 397    | -31610
Saque         | 497    | -32107
Depósito      | 705    | -31402
Depósito      | 1092   | -30310
Depósito      | 422    | -29888
Pagamento     | 521    | -30409
Depósito      | 908    | -29501
Depósito      | 780    | -28721
Depósito      | 467    | -28254
Depósito      | 691    | -27563
Pagamento     | 573    | -28136
Pagamento     | 818    | -28954
Pagamento     | 326    | -29280
Saque         | 891    | -30171
Saque         | 622    | -30793
Depósito      | 538    | -30255
Depósito      | 949    | -29306
Depósito      | 631    | -28675
Depósito      | 428    | -28247
Depósito      | 881    | -27366
Pagamento     | 381    | -27747
Pagamento     | 461    | -28208
Depósito      | 514    | -27694
Depósito      | 543    | -27151
Saque         | 389    | -27540
Saque         | 726    | -28266
Pagamento     | 1024   | -29290
Saque         | 916    | -30206
Depósito      | 723    | -29483
Pagamento     | 187    | -29670
Pagamento     | 429    | -30099
Depósito      | 929    | -29170
Depósito      | 496    | -28674
Depósito      | 563    | -28111
Depósito      | 848    | -27263
Saque         | 523    | -27786
Saque         | 972    | -28758
Depósito      | 630    | -28128
Pagamento     | 796    | -28924
Depósito      | 1046   | -27878
Pagamento     | 413    | -28291
Pagamento     | 731    | -29022
Pagamento     | 710    | -29732
Pagamento     | 329    | -30061
Saque         | 1033   | -31094
Depósito      | 483    | -30611
Depósito      | 576    | -30035
Depósito      | 544    | -29491
Pagamento     | 1131   | -30622
Pagamento     | 827    | -31449
Depósito      | 1053   | -30396
Depósito      | 981    | -29415
Depósito      | 440    | -28975
Depósito      | 423    | -28552
Saque         | 438    | -28990
Depósito      | 291    | -28699
Saque         | 520    | -29219
Saque         | 943    | -30162
Saque         | 106    | -30268
Depósito      | 319    | -29949
Saque         | 535    | -30484
Pagamento     | 474    | -30958
Depósito      | 851    | -30107
Depósito      | 601    | -29506
Depósito      | 696    | -28810
Depósito      | 960    | -27850
Pagamento     | 732    | -28582
Saque         | 1043   | -29625
Saque         | 514    | -30139
Depósito      | 296    | -29843
Depósito      | 471    | -29372
Pagamento     | 1044   | -30416
Pagamento     | 693    | -31109
Saque         | 784    | -31893
Depósito      | 140    | -31753
Pagamento     | 959    | -32712
Depósito      | 336    | -32376
Saque         | 468    | -32844
Depósito      | 696    | -32148
Saque         | 609    | -32757
Depósito      | 640    | -32117
Depósito      | 382    | -31735
Saque         | 438    | -32173
Depósito      | 756    | -31417
Pagamento     | 589    | -32006
Depósito      | 633    | -31373
Saque         | 247    | -31620
Depósito      | 113    | -31507
Saque         | 727    | -32234
Saque         | 790    | -33024
Depósito      | 239    | -32785
Pagamento     | 448    | -33233
Saque         | 1111   | -34344
Depósito      | 336    | -34008
Saque         | 458    | -34466
Depósito      | 250    | -34216
Pagamento     | 161    | -34377
Saque         | 608    | -34985
Pagamento     | 582    | -35567
Depósito      | 576    | -34991
Depósito      | 329    | -34662
Depósito      | 348    | -34314
Depósito      | 239    | -34075
Pagamento     | 562    | -34637
Pagamento     | 1175   | -35812
Depósito      | 424    | -35388
Pagamento     | 393    | -35781
Depósito      | 151    | -35630
Pagamento     | 378    | -36008
Depósito      | 690    | -35318
Depósito      | 384    | -34934
Saque         | 597    | -35531
Depósito      | 728    | -34803
Depósito      | 628    | -34175
Depósito      | 487    | -33688
Saque         | 749    | -34437
Depósito      | 411    | -34026
Depósito      | 363    | -33663
Depósito      | 497    | -33166
Pagamento     | 966    | -34132
Pagamento     | 813    | -34945
Saque         | 798    | -35743
Saque         | 1012   | -36755
Saque         | 169    | -36924
Saque         | 986    | -37910
Saque         | 229    | -38139
Depósito      | 955    | -37184
Depósito      | 676    | -36508
Pagamento     | 893    | -37401
Depósito      | 850    | -36551
Pagamento     | 348    | -36899
Pagamento     | 527    | -37426
Saque         | 864    | -38290
Pagamento     | 526    | -38816
Depósito      | 487    | -38329
Pagamento     | 383    | -38712
Saque         | 731    | -39443
Pagamento     | 513    | -39956
Saque         | 503    | -40459
Depósito      | 139    | -40320
Depósito      | 236    | -40084
Depósito      | 1166   | -38918
Saque         | 1044   | -39962
Saque         | 888    | -40850
Depósito      | 122    | -40728
Pagamento     | 168    | -40896
Pagamento     | 627    | -41523
Pagamento     | 743    | -42266
Saque         | 678    | -42944
Depósito      | 548    | -42396
Saque         | 373    | -42769
Pagamento     | 808    | -43577
Saque         | 551    | -44128
Depósito      | 698    | -43430
Saque         | 769    | -44199
Depósito      | 627    | -43572
Depósito      | 367    | -43205
Depósito      | 627    | -42578
Depósito      | 780    | -41798
Saque         | 588    | -42386
Saque         | 252    | -42638
Depósito      | 596    | -42042
Depósito      | 213    | -41829
Depósito      | 1108   | -40721
Depósito      | 517    | -40204
Pagamento     | 810    | -41014
Depósito      | 342    | -40672
Depósito      | 1058   | -39614
Depósito      | 225    | -39389
Saque         | 768    | -40157
Saque         | 675    | -40832
Pagamento     | 299    | -41131
Depósito      | 823    | -40308
Pagamento     | 716    | -41024
Saque         | 798    | -41822
Pagamento     | 200    | -42022
Depósito      | 598    | -41424
Depósito      | 789    | -40635
Pagamento     | 308    | -40943
Saque         | 877    | -41820
Pagamento     | 747    | -42567
Saque         | 261    | -42828
Pagamento     | 943    | -43771
Depósito      | 493    | -43278
Saque         | 831    | -44109
Saque         | 404    | -44513
Depósito      | 807    | -43706
Depósito      | 620    | -43086
Pagamento     | 568    | -43654
Depósito      | 631    | -43023
Pagamento     | 1316   | -44339
Pagamento     | 506    | -44845
Pagamento     | 207    | -45052
Saque         | 1204   | -46256
Depósito      | 369    | -45887
Depósito      | 540    | -45347
Saque         | 740    | -46087
Depósito      | 666    | -45421
Saque         | 579    | -46000
Depósito      | 644    | -45356
Depósito      | 847    | -44509
Depósito      | 654    | -43855
Pagamento     | 713    | -44568
Pagamento     | 778    | -45346
Saque         | 390    | -45736
Pagamento     | 1041   | -46777
Depósito      | 573    | -46204
Pagamento     | 875    | -47079
Depósito      | 417    | -46662
Saque         | 820    | -47482
Depósito      | 571    | -46911
Saque         | 816    | -47727
Saque         | 745    | -48472
Pagamento     | 1085   | -49557
Pagamento     | 828    | -50385
Pagamento     | 643    | -51028
Saque         | 584    | -51612
Pagamento     | 582    | -52194
Pagamento     | 406    | -52600
Pagamento     | 807    | -53407
Saque         | 365    | -53772
Depósito      | 454    | -53318
Depósito      | 680    | -52638
Saque         | 347    | -52985
Depósito      | 602    | -52383
Pagamento     | 280    | -52663
Depósito      | 632    | -52031
Saque         | 618    | -52649
Pagamento     | 848    | -53497
Pagamento     | 593    | -54090
Depósito      | 671    | -53419
Pagamento     | 784    | -54203
Depósito      | 520    | -53683
Depósito      | 441    | -53242
Pagamento     | 489    | -53731
Saque         | 767    | -54498
Depósito      | 366    | -54132
Depósito      | 595    | -53537
Pagamento     | 946    | -54483
Depósito      | 742    | -53741
Saque         | 334    | -54075
Depósito      | 367    | -53708
Depósito      | 886    | -52822
Saque         | 554    | -53376
Depósito      | 282    | -53094
Depósito      | 822    | -52272
Depósito      | 513    | -51759
Depósito      | 605    | -51154
Saque         | 539    | -51693
Saque         | 868    | -52561
Pagamento     | 1099   | -53660
Pagamento     | 959    | -54619
Depósito      | 83     | -54536
Saque         | 831    | -55367
Pagamento     | 606    | -55973
Pagamento     | 828    | -56801
Depósito      | 755    | -56046
Pagamento     | 1061   | -57107
Saque         | 532    | -57639
Saque         | 509    | -58148
Depósito      | 720    | -57428
Depósito      | 303    | -57125
Saque         | 332    | -57457
Depósito      | 293    | -57164
Pagamento     | 1096   | -58260
Depósito      | 723    | -57537
Depósito      | 505    | -57032
Pagamento     | 635    | -57667
Depósito      | 157    | -57510
Pagamento     | 679    | -58189
Depósito      | 362    | -57827
Depósito      | 512    | -57315
Depósito      | 186    | -57129
Depósito      | 156    | -56973
Pagamento     | 715    | -57688
Depósito      | 207    | -57481
Depósito      | 603    | -56878
Pagamento     | 7      | -56885
Depósito      | 520    | -56365
Saque         | 742    | -57107
Depósito      | 801    | -56306
Saque         | 834    | -57140
Saque         | 810    | -57950
Depósito      | 337    | -57613
Depósito      | 521    | -57092
Pagamento     | 339    | -57431
Depósito      | 639    | -56792
Depósito      | 760    | -56032
Depósito      | 536    | -55496
Saque         | 1170   | -56666
Saque         | 774    | -57440
Depósito      | 1123   | -56317
Pagamento     | 500    | -56817
Depósito      | 1205   | -55612
Pagamento     | 432    | -56044
Depósito      | 416    | -55628
Pagamento     | 735    | -56363
Depósito      | 1011   | -55352
Depósito      | 661    | -54691
Depósito      | 1057   | -53634
Saque         | 578    | -54212
Saque         | 655    | -54867
Depósito      | 516    | -54351
Depósito      | 192    | -54159
Depósito      | 768    | -53391
Saque         | 830    | -54221
Pagamento     | 860    | -55081
Pagamento     | 971    | -56052
Depósito      | 703    | -55349
Pagamento     | 752    | -56101
Saque         | 606    | -56707
Pagamento     | 642    | -57349
Pagamento     | 464    | -57813
Saque         | 408    | -58221
Saque         | 555    | -58776
Depósito      | 945    | -57831
Depósito      | 899    | -56932
Pagamento     | 345    | -57277
Depósito      | 629    | -56648
Depósito      | 1028   | -55620
Depósito      | 162    | -55458
Saque         | 1257   | -56715
Pagamento     | 756    | -57471
Depósito      | 912    | -56559
Depósito      | 854    | -55705
Saque         | 614    | -56319
Pagamento     | 466    | -56785
Saque         | 649    | -57434
Saque         | 639    | -58073
Pagamento     | 711    | -58784
Depósito      | 651    | -58133
Depósito      | 790    | -57343
Depósito      | 960    | -56383
Depósito      | 635    | -55748
Saque         | 375    | -56123
Saque         | 556    | -56679
Depósito      | 823    | -55856
Depósito      | 363    | -55493
Depósito      | 435    | -55058
Depósito      | 1036   | -54022
Depósito      | 1144   | -52878
Depósito      | 676    | -52202
Saque         | 726    | -52928
Depósito      | 935    | -51993
Depósito      | 506    | -51487
Depósito      | 910    | -50577
Saque         | 651    | -51228
Depósito      | 381    | -50847
Depósito      | 1049   | -49798
Saque         | 929    | -50727
